reaction,EX_INDIRUBIN_LPAREN_e_RPAREN_
ARGtex,0.0
ASAD,0.5218513452034614
ASCBPL,0.0
ASCBptspp,0.0
ASCBtex,0.0
ASNN,0.0
ASNNpp,0.0
ASNS1,0.0
ASNS2,-0.12652126188121582
ASNTRS,0.0
ASNabcpp,0.0
ASNt2rpp,0.0
ASNtex,0.0
ASO3t8pp,0.0
ASO3tex,0.0
ASP1DC,-0.0003023220710779802
ASPCT,-0.17362262066332082
ASPK,2.1912802922805882e-32
ASPO3,0.0
ASPO4,0.0
ASPO5,0.0
ASPO6,-0.0011956418019335466
ASPT,1.0873075634432785
ASPTA,0.11755320225311235
ASPTRS,0.0
ASPabcpp,0.0
ASPt2_2pp,0.0
ASPt2_3pp,0.0
ASPt2pp,0.0
ASPt2rpp,0.0
ASPtex,0.0
ASR,0.0
AST,-0.0019904078007931822
ATHRDHr,0.0
ATPHs,0.0
ATPM,-4.3825605845611765e-32
ATPPRT,-0.04972463258635011
ATPS4rpp,-10.854260752818224
BALAt2pp,0.0
BALAtex,0.0
BETALDHx,0.0
BETALDHy,0.0
BMOCOS,-6.403349422127038e-05
BMOGDS1,-6.403349422127038e-05
BMOGDS2,-6.403349422127038e-05
BPNT,-0.13009960716771057
BSORx,0.0
BSORy,0.0
BTNt2ipp,0.0
BTNtex,0.0
BTS5,-1.3139352127506345e-06
BUTCT,0.0
BUTSO3abcpp,0.0
BUTSO3tex,0.0
BUTt2rpp,0.0
BUTtex,0.0
BWCOGDS1,0.0
BWCOGDS2,0.0
BWCOS,0.0
CA2t3pp,0.002731920798538626
CA2tex,-8.559688641721048e-35
CADVtpp,0.0
CAT,0.0
CAt6pp,0.0
CBIAT,0.0
CBItonex,0.0
CBIuabcpp,0.0
CBL1abcpp,0.0
CBL1tonex,0.0
CBLAT,0.0
CBMD,0.0
CBMKr,-0.33746804411530784
CBPS,0.0
CCGS,0.0
CD2abcpp,0.0
CD2t3pp,0.0
CD2tex,0.0
CD2tpp,0.0
CDAPPA120,0.0
CDAPPA140,0.0
CDAPPA141,0.0
CDAPPA160,-0.002999900568553148
CDAPPA161,-0.005669015458666436
CDAPPA180,0.0
CDAPPA181,0.0
CDGR,0.0
CDGS,0.0
CDPMEK,-0.0012539017843821154
CFAS160E,0.0
CFAS160G,0.0
CFAS180E,0.0
CFAS180G,0.0
CGLYabcpp,0.0
CGLYtex,0.0
CHLabcpp,0.0
CHLt2pp,0.0
CHLtex,0.0
CHOLD,0.0
CHORM,-0.169732848321732
CHORS,2.698022170822595
CHRPL,-0.000117044829601177
CHTBSptspp,0.0
CHTBStex,0.0
CINNDO,0.0
CITL,0.005970490000840421
CITt3pp,0.0
CITt7pp,0.0
CITtex,0.0
CLIPAabctex,0.0
CLPNH120pp,0.0
CLPNH140pp,0.0
CLPNH141pp,0.0
CLPNH160pp,0.0
CLPNH161pp,0.0
CLPNH180pp,0.0
CLPNH181pp,0.0
CLPNS120pp,0.0
CLPNS140pp,0.0
CLPNS141pp,0.0
CLPNS160pp,0.0
CLPNS161pp,0.0
CLPNS180pp,0.0
CLPNS181pp,0.0
CLt3_2pp,-0.001365960399269313
CLtex,-8.559688641721048e-35
CMPN,0.0
CMPtex,0.0
CMtex,0.0
CMtpp,0.0
CO2tex,0.0
CO2tpp,0.0
COBALT2abcpp,-2.755042525418062e-06
COBALT2t3pp,0.0
COBALT2tex,8.742664123490739e-07
COBALT2tpp,-1.5876660193711174e-05
COLIPAKpp,0.0
COLIPAPabctex,0.0
COLIPAabcpp,0.0
COLIPAabctex,0.0
CPGNR1,0.0
CPGNR2,0.0
CPGNR3,0.0
CPGNUtex,0.0
CPGNUtpp,0.0
CPGNabcpp,0.0
CPGNexs,0.0
CPGNtonex,0.0
CPH4S,0.0
CPMPS,-0.00012806698844254077
CPPPGO,-0.00011704482960117453
CPPPGO2,0.0
CRNBTCT,0.0
CRNCAL2,0.0
CRNCAR,0.0
CRNCBCT,0.0
CRNCDH,0.0
CRNDCAL2,0.0
CRNDabcpp,0.0
CRNDt2rpp,0.0
CRNDtex,0.0
CRNabcpp,0.0
CRNt2rpp,0.0
CRNt7pp,0.0
CRNt8pp,0.0
CRNtex,0.0
CS,-1.2435572777565558
CSND,0.0
CSNt2pp,0.0
CSNtex,0.0
CTBTCAL2,0.0
CTBTabcpp,0.0
CTBTt2rpp,0.0
CTECOAI6,0.0
CTECOAI7,0.0
CTECOAI8,0.0
CTPS2,-0.08599539166654775
CU1Opp,0.0
CU1abcpp,0.0
CU2abcpp,-4.5701321185636005e-05
CU2tex,-1.069961080215131e-35
CU2tpp,-0.0004178303982584286
CUt3,0.0
CUtex,0.0
CYANST,0.0
CYANSTpp,0.0
CYANtex,0.0
CYNTAH,0.0
CYNTt2pp,0.0
CYNTtex,0.0
CYSDDS,0.0
CYSDS,-0.016430081498064884
CYSDabcpp,0.0
CYSDtex,0.0
CYSS,-0.14652968866577548
CYSSADS,0.0
CYSTL,-0.08078262316813833
CYSTRS,0.0
CYSabc2pp,0.0
CYSabcpp,0.0
CYStex,0.0
CYStpp,0.0
CYTBD2pp,0.0
CYTBDpp,0.0
CYTBO3_4pp,-9.24797238340711
CYTD,0.0
CYTDH,0.0
CYTDK2,0.0
CYTDt2pp,0.0
CYTDt2rpp,0.0
CYTDtex,0.0
CYTK1,0.0005748333404164194
CYTK2,0.0
D_DASH_LACt2pp,0.0
D_DASH_LACtex,0.0
DAAD,-0.0013344970873431915
DADA,0.0
DADK,0.0
DADNt2pp,0.0
DADNtex,0.0
DAGK120,0.0
DAGK140,0.0
DAGK141,0.0
DAGK160,0.0
DAGK161,0.0
DAGK180,0.0
DAGK181,0.0
DALAt2pp,-0.008632893791788502
DALAtex,0.0
DAMPtex,0.0
DAPAL,0.0
DAPDC,-0.20194541651104525
DAPE,0.0
DAPabcpp,0.0
DAPtex,0.0
DASYN120,0.0
DASYN140,0.0
DASYN141,0.0
DASYN160,-0.03945524306152694
DASYN161,-0.04650369278888158
DASYN180,0.0
DASYN181,0.0
DATPHs,0.0
DB4PS,-0.00046817931840490725
DBTS,-1.3139352127506345e-06
DC6PH,0.0
DCAtex,0.0
DCMPtex,0.0
DCTPD,-0.0017414846184376964
DCYTD,0.0
DCYTt2pp,0.0
DCYTtex,0.0
DDCAtexi,0.0
DDGALK,0.0
DDGLCNt2rpp,0.0
DDGLCNtex,0.0
DDGLK,0.0
DDPA,2.698022170822595
DDPGALA,0.0
DGK1,0.0
DGMPtex,0.0
DGSNt2pp,0.0
DGSNtex,0.0
DHACOAH,0.0
DHAD1,-0.4588729422896389
DHAD2,-0.1524884183820612
DHAPT,-0.3325764504160512
DHAtex,0.0
DHAtpp,0.0
DHBD,0.0
DHBS,0.0
DHBSH,0.0
DHCIND,0.0
DHCINDO,0.0
DHDPRy,-0.21653035698170647
DHDPS,-0.21653035698170647
DHFR,0.0
DHFS,-0.00035113448880357044
DHMPTR,0.0
DHNAOT4,0.0
DHNCOAS,0.0
DHNCOAT,0.0
DHNPA2r,0.0
DHNPTE,0.0
DHORD2,-0.17362262066332082
DHORD5,0.0
DHORDfum,0.0
DHORTS,0.0
DHPPD,0.0
DHPPDA2,-0.00023408965920245362
DHPS2,-0.00035113448880357044
DHPTDCs2,-0.00023531067896771177
DHPTDNR,0.0
DHPTDNRN,0.0
DHPTPE,0.0
DHQS,2.698022170822595
DHQTi,2.698022170822595
DIMPtex,0.0
DINSt2pp,0.0
DINStex,0.0
DKGLCNR1,0.0
DKGLCNR2x,0.0
DKGLCNR2y,0.0
DMATT,-0.0001459123884714224
DMPPS,-0.0001459123884714224
DMQMT,0.0
DMSOR1,0.0
DMSOR1pp,0.0
DMSOR2,0.0
DMSOR2pp,0.0
DMSOtex,0.0
DMSOtpp,0.0
DMStex,0.0
DNMPPA,-0.00035113448880357044
DNTPPA,-0.00035113448880357044
DOGULNR,0.0
DOPAtex,0.0
DOXRBCNtex,0.0
DOXRBCNtpp,0.0
DPCOAK,-0.0003023220710779802
DPR,-0.0003023220710779802
DRPA,0.0
DSBAO1,0.0
DSBAO2,0.0
DSBCGT,0.0
DSBDR,0.0
DSBGGT,0.0
DSERDHr,0.0
DSERt2pp,0.0
DSERtex,0.0
DTARTD,0.0
DTMPK,0.0011969075675576488
DTMPtex,0.0
DUMPtex,0.0
DURADx,0.0
DURIK1,0.0
DURIPP,0.0
DURIt2pp,0.0
DURItex,0.0
DUTPDP,-0.013733609916342301
DXPRIi,-0.0012539017843821154
DXPS,-0.0014879914435844644
DXYLK,0.0
E4PD,-8.08771922375595e-06
EAR100x,0.0
EAR100y,0.0
EAR120x,0.0
EAR120y,0.0
EAR121x,0.0
EAR121y,0.0
EAR140x,0.0
EAR140y,0.0
EAR141x,0.0
EAR141y,0.0
EAR160x,0.0
EAR160y,0.0
EAR161x,0.0
EAR161y,0.0
EAR180x,0.0
EAR180y,0.0
EAR181x,0.0
EAR181y,0.0
EAR40x,0.0
EAR40y,0.0
EAR60x,0.0
EAR60y,0.0
EAR80x,0.0
EAR80y,0.0
ECA4COLIPAabctex,0.0
ECA4OALpp,0.0
ECAP1pp,0.0
ECAP2pp,0.0
ECAP3pp,0.0
ECAtpp,0.0
ECOAH1,5.4782007307014706e-33
ECOAH2,5.4782007307014706e-33
ECOAH3,5.4782007307014706e-33
ECOAH4,5.4782007307014706e-33
ECOAH5,5.4782007307014706e-33
ECOAH6,0.0
ECOAH7,-0.05054734535181991
ECOAH8,0.0
EDA,0.0
EDD,0.0
EDTXS1,0.0
EDTXS2,0.0
EDTXS3,0.0
EDTXS4,0.0
EGMEACPR,-1.3139352127506345e-06
ENLIPAabctex,0.0
ENO,-3.580506125245659
ENTCS,0.0
ENTERES,0.0
ENTERES2,0.0
EPMEACPR,-1.3139352127506345e-06
ETHAAL,-0.004319129375690724
ETHAt2pp,0.0
ETHAtex,0.0
ETHSO3abcpp,0.0
ETHSO3tex,0.0
ETOHtex,0.0
ETOHtrpp,0.0
F6PA,0.0
F6PP,0.0
F6Pt6_2pp,0.0
F6Ptex,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,-0.04084707093668976
FACOAE140,0.0
FACOAE141,0.0
FACOAE160,-0.06994905888835204
FACOAE161,-0.08031185138233504
FACOAE180,0.0
FACOAE181,0.0
FACOAE60,0.0
FACOAE80,0.0
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160t2pp,-0.0029616260975955286
FACOAL161t2pp,-0.0013575032780951948
FACOAL180t2pp,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADRx,-1.145962016710466
FADRx2,0.0
FALDH2,0.0
FALDtex,0.0
FALDtpp,0.0
FALGTHLs,0.0
FBA,-8.765121169122353e-32
FBA3,2.1912802922805882e-32
FBP,-0.05648689071841126
FCI,0.0
FCLK,0.0
FCLPA,0.0
FCLT,-0.00011704482960117453
FDH4pp,0.0
FDH5pp,0.0
FDMO,0.0
FDMO2,0.0
FDMO3,0.0
FDMO4,0.0
FDMO6,0.0
FE2abcpp,0.0
FE2t2pp,0.0
FE2t3pp,0.0
FE2tex,-3.423875456688419e-34
FE2tpp,-0.008429852054818226
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZR,0.0
FE3DHBZSabcpp,0.0
FE3DHBZStonex,0.0
FE3HOXR1,0.0
FE3HOXR2,0.0
FE3HOXR3,0.0
FE3HOXUtex,0.0
FE3HOXUtpp,0.0
FE3HOXabcpp,0.0
FE3HOXexs,0.0
FE3HOXtonex,0.0
FE3Ri,0.0
FE3abcpp,0.0
FE3tex,0.0
FECRMR1,0.0
FECRMR2,0.0
FECRMR3,0.0
FECRMUtex,0.0
FECRMUtpp,0.0
FECRMabcpp,0.0
FECRMexs,0.0
FECRMtonex,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERabcpp,0.0
FEENTERexs,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMexs,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FESD1s,-0.0020490718150806522
FESD2s,0.0
FESR,-0.0040981436301613045
FFSD,0.0
FHL,0.0
FLDR2,0.0
FLVR,0.0
FLVRx,0.0
FMETTRS,0.0
FMNAT,-0.00011704482960140127
FMNRx,0.0
FMNRx2,0.0
FOMETRi,0.0
FORCT,0.0
FORt2pp,0.0
FORtex,0.0
FORtppi,0.0
FRD2,0.0
FRD3,0.0
FRUK,0.0
FRULYSDG,0.0
FRULYSE,0.0
FRULYSK,0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,-0.000229513557446884
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,-7.355703599727789e-05
FUMt2_2pp,0.0
FUMt2_3pp,0.0
FUMtex,0.0
FUSAtex,0.0
FUSAtpp,0.0
G1PACT,-0.05406544591060341
G1PPpp,0.0
G1PTT,0.0
G1Ptex,0.0
G1SAT,0.0
G2PP,0.0
G2PPpp,0.0
G3PAT120,0.0
G3PAT140,0.0
G3PAT141,0.0
G3PAT160,-0.03645534249297378
G3PAT161,-0.04083467733021512
G3PAT180,0.0
G3PAT181,0.0
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,0.0
G3PD5,0.0
G3PD6,0.0
G3PD7,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
G3PSabcpp,0.0
G3PStex,0.0
G3PT,0.0
G5SADs,-0.14038460476483294
G5SD,-0.14038460476483294
G6PDA,0.0
G6PDH2r,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GALCTNLt2pp,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GALCTtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT1,0.0
GALTptspp,0.0
GALTtex,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,0.0
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,-2.881317107766907
GARFT,-5.4782007307014706e-33
GART,-0.0015170066830601646
GBBTNtex,0.0
GCALDD,-0.00035113448880357044
GDMANE,0.0
GDPDPK,0.0
GDPMNH,0.0
GDPMNP,0.0
GDPTPDP,0.0
GDPtex,0.0
GF6PTA,-0.049593416409667176
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,0.050106554198440637
GK1,-2.7391003653507353e-33
GLBRAN2,0.0
GLCATr,0.0
GLCDpp,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCP,0.0
GLCP2,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GLCRtex,0.0
GLCS1,0.0
GLCTR1,0.0
GLCTR2,0.0
GLCTR3,0.0
GLCUR1Ptex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GLCptspp,-5.992758016016341
GLCt2pp,5.9927580160163405
GLCtex,0.0
GLCtexi,0.0
GLDBRAN2,0.0
GLGC,0.0
GLNS,1.8513055209365166
GLNTRS,0.0
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,-0.14038460476483294
GLUABUTt7pp,0.0
GLUCYS,0.0
GLUDC,0.0
GLUDy,1.6564715032878121
GLUN,0.0
GLUNpp,0.0
GLUPRT,-0.2826058896427485
GLUR,0.0
GLUSy,0.0
GLUTRR,-0.0018727172736187924
GLUTRS,-0.0018727172736187924
GLUabcpp,0.0
GLUt2rpp,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCL,-0.01323268781382621
GLYALDtex,0.0
GLYALDtpp,0.0
GLYAT,0.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
GLYC3Pt6pp,0.0
GLYC3Ptex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
GLYCDx,0.0
GLYCK,-0.01323268781382621
GLYCK2,0.0
GLYCL,-0.08041474312782883
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCTO2,-0.00035113448880357044
GLYCTO3,0.0
GLYCTO4,0.0
GLYCtex,0.0
GLYCtpp,0.0
GLYK,0.0
GLYOX,0.0
GLYOX3,0.0
GLYTRS,0.0
GLYt2pp,0.0
GLYt2rpp,0.0
GLYt4pp,0.0
GLYtex,0.0
GMAND,0.0
GMHEPAT,0.0
GMHEPK,0.0
GMHEPPA,0.0
GMPR,0.0
GMPS2,-0.1279179268658292
GMPtex,0.0
GND,0.0
GNK,0.0
GOFUCR,0.0
GP4GH,0.0
GPDDA1,0.0
GPDDA1pp,0.0
GPDDA2,-0.004319129375690724
GPDDA2pp,0.0
GPDDA3,0.0
GPDDA3pp,0.0
GPDDA4,0.0
GPDDA4pp,0.0
GPDDA5,0.0
GPDDA5pp,0.0
GRTT,-0.0001459123884714224
GRXR,0.0
GSNK,0.0
GSNt2pp,0.0
GSNtex,0.0
GSPMDA,0.0
GSPMDS,0.0
GTHOXtex,0.0
GTHOr,0.0
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,0.0
GTPCI,-0.00035113448880357044
GTPCII2,-0.00023408965920245362
GTPDPDP,0.0
GTPDPK,0.0
GTPHs,0.0
GTPtex,0.0
GUACYC,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2pp,0.0
GUAtex,0.0
GUAtpp,0.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,0.0
H2Otpp,0.0
H2SO,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
H2tpp,0.0
HACD1,-0.041755229195881746
HACD2,-0.06469484299495668
HACD3,-0.06469484299495668
HACD4,-0.06469484299495668
HACD5,-0.06469484299495668
HACD6,0.01792316863694385
HACD7,0.0
HACD8,0.0
HADPCOADH3,0.0
HBZOPT,-0.000117044829601177
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,-1.0956401461402941e-32
HCYSMT,0.0
HCYSMT2,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,0.0
HEPK1,0.0
HEPK2,0.0
HEPT1,0.0
HEPT2,0.0
HEPT3,0.0
HEPT4,0.0
HETZK,0.0
HEX1,5.992758016016341
HEX4,0.0
HEX7,0.0
HEXt2rpp,0.0
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HISTD,-0.04972463258635011
HISTP,-0.04972463258635011
HISTRS,0.0
HISabcpp,0.0
HISt2rpp,0.0
HIStex,0.0
HKNDDH,0.0
HKNTDH,0.0
HMBS,-0.00023408965920234905
HMPK1,0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPPK2,-0.00035113448880357044
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPYRI,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,0.0
HSK,-0.34180738192946686
HSST,-0.08078262316813835
HSTPT,-0.04972463258635011
HXAND,-0.019539577169619928
HXAtex,0.0
HXCT,0.0
HXPRT,0.0
HYD1pp,0.0
HYD2pp,0.0
HYD3pp,0.0
HYPOE,0.0
HYXNtex,0.0
HYXNtpp,0.0
Htex,-0.09321670365580759
I2FE2SR,-1.3668023175978996e-06
I2FE2SS,-0.00015007165579663783
I2FE2SS2,-0.00013647804052646024
I2FE2ST,-1.4867502140380691e-05
I4FE4SR,-0.00013647804052646024
I4FE4ST,-0.00013647804052646038
ICDHyr,-0.4004616842543975
ICHORS,0.0
ICHORSi,0.0
ICHORT,0.0
ICL,-0.0025638606401962626
ICYSDS,-0.000947552086002656
IDOND,0.0
IDOND2,0.0
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,-0.04972463258635011
IGPDH,-0.04972463258635011
IGPS,2.8682231984627315
ILETA,-0.018727163812047434
ILETRS,0.0
ILEabcpp,0.0
ILEt2rpp,0.0
ILEtex,0.0
IMPC,0.0
IMPD,-0.14230495273528743
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTt4pp,0.0
INSH,0.0
INSK,0.0
INSTtex,0.0
INSt2pp,0.0
INSt2rpp,0.0
INStex,0.0
IPDDI,0.0
IPDPS,-0.001107989395910693
IPMD,-0.23646782118855053
IPPMIa,0.0
IPPMIb,0.0
IPPS,-0.23646782118855053
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,-0.01021176773417243
K2L4Aabctex,-0.01021176773417243
KARA1,0.5152273123483762
KARA2,0.0
KAS14,0.0
KAS15,0.0
KDOCT2,-0.02042353546834486
KDOPP,-0.02042353546834486
KDOPS,-0.02042353546834486
KG6PDC,0.0
Kabcpp,0.0
Kt2pp,-0.10244991670108548
Kt3pp,0.0
Ktex,0.0
L_DASH_LACD2,0.0
L_DASH_LACD3,0.0
L_DASH_LACt2rpp,0.0
L_DASH_LACtex,0.0
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,-0.0022360147504681144
LALADGLUtex,0.0
LALADGLUtpp,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
LALDO2x,0.0
LALDO3,0.0
LALGP,-0.0022360147504681144
LCADi,0.0
LCARR,0.0
LCARS,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
LDH_D,-0.0022360147504681144
LDH_D2,0.0
LEUTAi,-0.23646782118855053
LEUTRS,0.0
LEUabcpp,0.0
LEUt2rpp,0.0
LEUtex,0.0
LGTHL,0.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LIPAabctex,0.0
LIPOCT,0.0
LIPOS,0.0
LIPOt2pp,0.0
LIPOtex,0.0
LPADSS,-0.010211767734172428
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E141pp,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G120pp,0.0
LPLIPAL1G140pp,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
LPLIPAL2A120,0.0
LPLIPAL2A140,0.0
LPLIPAL2A141,0.0
LPLIPAL2A160,0.0
LPLIPAL2A161,0.0
LPLIPAL2A180,0.0
LPLIPAL2A181,0.0
LPLIPAL2ATE120,0.0
LPLIPAL2ATE140,0.0
LPLIPAL2ATE141,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE161,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE181,0.0
LPLIPAL2ATG120,0.0
LPLIPAL2ATG140,0.0
LPLIPAL2ATG141,0.0
LPLIPAL2ATG160,0.0
LPLIPAL2ATG161,0.0
LPLIPAL2ATG180,0.0
LPLIPAL2ATG181,0.0
LPLIPAL2E120,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
LPLIPAL2E160,-0.0029616260975955286
LPLIPAL2E161,-0.0013575032780951948
LPLIPAL2E180,0.0
LPLIPAL2E181,0.0
LPLIPAL2G120,0.0
LPLIPAL2G140,0.0
LPLIPAL2G141,0.0
LPLIPAL2G160,0.0
LPLIPAL2G161,0.0
LPLIPAL2G180,0.0
LPLIPAL2G181,0.0
LSERDHr,0.0
LYSDC,0.0
LYSTRS,0.0
LYSabcpp,0.0
LYSt2pp,0.0
LYSt3pp,-0.02183231888428
LYStex,0.0
LYXI,0.0
LYXt2pp,0.0
LYXtex,0.0
M1PD,0.0
MACPD,-0.007256474145375893
MALCOAMT,-1.3139352127506345e-06
MALDDH,0.0
MALDt2_2pp,0.0
MALDtex,0.0
MALS,-0.000342741624120494
MALTATr,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
MALTPTtexi,0.0
MALTTRabcpp,0.0
MALTTRtexi,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2pp,0.0
MALt2_3pp,0.0
MALt3pp,0.0
MALtex,0.0
MAN1PT2,0.0
MAN6PI,0.0
MAN6Pt6_2pp,0.0
MAN6Ptex,0.0
MANAO,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,-1.3695501826753676e-33
MCPST,0.0
MCTP1App,-0.008410477610564637
MCTP1Bpp,0.0
MCTP2App,0.0
MDDCP1pp,0.0
MDDCP2pp,0.0
MDDCP3pp,0.0
MDDCP4pp,-0.00022241618122386525
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP2pp,-0.0008955911940101919
MDDEP3pp,-0.00022241618122386525
MDDEP4pp,0.0
MDH,-0.267233089335882
MDH2,0.0
MDH3,0.0
ME1,0.0
ME2,-0.01564040229076865
MECDPDH5,-0.0012539017843821154
MECDPS,-0.0012539017843821154
MELIBt2pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MEOHtex,1.3224071243094483e-06
MEOHtrpp,1.3224071243094483e-06
MEPCT,-0.0012539017843821154
METAT,-0.00047184237770077147
METDabcpp,0.0
METDtex,0.0
METOX1s,0.0
METOX2s,0.0
METS,-0.08101793384710602
METSOX1abcpp,0.0
METSOX1tex,0.0
METSOX2abcpp,0.0
METSOX2tex,0.0
METSOXR1,0.0
METSOXR2,0.0
METTRS,0.0
METabcpp,0.0
METtex,0.0
MG2t3_2pp,1.7119377283442096e-34
MG2tex,1.7119377283442096e-34
MG2tpp,0.0
MG2uabcpp,0.0
MGSA,0.0
MI1PP,0.0
MICITDr,0.0
MINCYCtex,0.0
MINCYCtpp,0.0
MINOHPtexi,0.0
MLDCP1App,-0.0008955911940101919
MLDCP1Bpp,0.0
MLDCP2App,0.0
MLDCP2Bpp,0.0
MLDCP3App,0.0
MLDEP1pp,0.0
MLDEP2pp,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,-0.00022241618122386525
MLTGY2pp,-0.0008955911940101919
MLTGY3pp,0.0
MLTGY4pp,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
MMETtex,0.0
MMM,0.0
MN2t3pp,0.0
